titulo,clip,veredicto,ov_propio,ov_prev,ov_next,audio_transcripto,texto_asignado
RESPONDO TODO 🌶,clip_0272,ok,0.900,0.050,0.250,tambien preguntaron por que deje hablar de eso y ya lo dije a nf es decir porque no soy psicologo,tambien me preguntaron por que deje de hablar de eso y ya lo dije varias veces y lo vuelvo a decir porque no soy psicologo
RESPONDO TODO 🌶,clip_0273,ok,1.000,0.385,0.154,y siento que por mas que yo aclaraba que no era psicologo en los videos y era,y siento que por mas que yo aclaraba que no era psicologo en los videos y en el momento
RESPONDO TODO 🌶,clip_0274,ok,0.800,0.200,0.067,el momento que con eso esta bien me parece que es imprudente porque puedo decir algo,yo sentia que con eso estaba bien me parece que es imprudente porque puedo decir algo
RESPONDO TODO 🌶,clip_0275,ok,0.750,0.150,0.150,lo primero que un monton de cosas que volvia a ver y tipo yo en dia digo no no hay que ver estaba requivoca,primero un monton de cosas que volvi a ver y tipo hoy en dia digo no nada que ver estaba re equivocado
RESPONDO TODO 🌶,clip_0276,ok,0.909,0.182,0.091,y otra cosa tambien como que puede generar como es algo digamos,no es asi y otra cosa tambien o sea como que podes generar como es algo digamos
RESPONDO TODO 🌶,clip_0277,texto_dudoso,0.390,0.073,0.171,delicado que prefiero dejarselo a la gente que sabe del tema se bien te gustaria algun otro proyecto actual serie pelicula etcetera si me encantaria en la verdad me encantaria actuar en una comedia ya tengo ganas supongo pero no lo se porque es los procesos creativos,delicado que prefiero dejarselo a la gente supongo pero no lo se porque los procesos creativos
RESPONDO TODO 🌶,clip_0278,ok,0.933,0.200,0.067,que es como bueno te vienes a mi me vino la obra pues estaba canalizando,viste que es como bueno te vienes a mi me vino la obra porque estaba canalizando
RESPONDO TODO 🌶,clip_0279,ok,0.818,0.091,0.364,lo que necesitaba sacar y salio pero si tengo mucha ganar,lo que necesitaba sacar y salio pero si tengo muchas ganas
RESPONDO TODO 🌶,clip_0280,ok,0.895,0.211,0.105,y lo vengo postarando pero yo no creo que se postar mucho mas el hecho de hacer tipo como,y lo vengo postergando pero yo no creo que se postergue mucho mas el hecho de hacer tipo como
RESPONDO TODO 🌶,clip_0281,ok,0.727,0.182,0.091,una comedia si sea una miniseria es algo como que esta obra,una comedia asi sea una miniserie un algo como que esta obra
RESPONDO TODO 🌶,clip_0282,ok,1.000,0.143,0.214,me dio muchas ganas de guionar de vuelta asi que suscribanse y esperen y tengan paciencia,me dio muchas ganas de guionar de vuelta asi que suscribanse y esperen y tengan paciencia
RESPONDO TODO 🌶,clip_0283,ok,1.000,0.214,0.214,trabajarias de nuevo en algun programa de streaming si es algun proyecto que me gusta mucho,trabajarias de nuevo en algun programa de streaming si o sea si es algun proyecto que me gusta mucho
RESPONDO TODO 🌶,clip_0284,ok,0.850,0.250,0.150,mucho o si me pagan un muy buen dinero ese es el tema no lo busco os atengo la suerte,o si me pagan un muy buen dinero ese es el tema no lo busco o sea tengo la suerte
RESPONDO TODO 🌶,clip_0285,ok,0.923,0.308,0.077,o sea de no quiza necesitarlo ni dependo de estar en un programa para,o sea de no de no quizas necesitarlo ni dependo de estar en un programa para
RESPONDO TODO 🌶,clip_0286,ok,0.842,0.053,0.158,y eso la agradezco si los agradezco ustedes literalmente y eso me da mucho mas libertad para decir lo que se me caa,y eso lo agradezco y se los agradezco a ustedes literalmente y eso me da mucho mas libertad para decir lo que se me encanta
RESPONDO TODO 🌶,clip_0287,texto_dudoso,0.294,0.235,0.176,que le ticara cualquier una viste me da igual viste algo me cancela me cancela una menina todo se ha perdido disculpa,criticar a cualquiera viste me da igual viste me cancelan me cancelan a mi no tengo que salir a pedir disculpas
RESPONDO TODO 🌶,clip_0288,ok,0.818,0.136,0.136,porque vino una de arriba que me dijo no digo que esa malla ha pasado el uso porque no pero se entiende que no es lo mismo,porque vino uno de arriba que me dijo no digo que eso me haya pasado en el uso porque no pero se entiende que no es lo mismo
RESPONDO TODO 🌶,clip_0289,texto_dudoso,0.464,0.286,0.071,trabajar para una empresa que para trabajar para uno mismo tienes algun chat que si se filtrase pudiera de todo y si varias todos como es mi amor chicos pero no seamos hipocritas todos,trabajar para una empresa como mi amor chicos pero no seamos hipocritas todos
RESPONDO TODO 🌶,clip_0290,ok,1.000,0.000,0.500,con sobre todo con que la persona que mas confianza tenes imaginense,o sea sobre todo con la persona que mas confianza tenes imaginense ustedes
RESPONDO TODO 🌶,clip_0291,ok,0.929,0.500,0.143,hablando con su mejor amiga con la que mas confianza tienen o sea mi charcumjimen,hablando con su mejor amiga con la que mas confianza tienen o sea mi chat con jimena
RESPONDO TODO 🌶,clip_0292,texto_dudoso,0.429,0.143,0.286,pichad con julio con caido no no no do do becancielent,mi chat con julio con caro no no no no no me cancelan
RESPONDO TODO 🌶,clip_0293,ok,0.933,0.133,0.067,no vuelvo volviais a tener un proyecto en dupla con tus actuales colegas y amigos,no vuelvo volverias a tener un proyecto en dupla con tus actuales colegas y amigos
RESPONDO TODO 🌶,clip_0294,ok,0.643,0.214,0.071,y pone mas de lo mismo si o sea asi trabajaria tipo en dupla,y pone mas de lo mismo si o sea si si si si si
RESPONDO TODO 🌶,clip_0295,texto_dudoso,0.455,0.091,0.182,si re en un proyecto obviamente haria como un proyecto no se como explicarlo,si  si si si si no se como explicarlo
RESPONDO TODO 🌶,clip_0296,ok,0.857,0.071,0.286,bueno igual puede ser puede ser tigo la verdad un año atras te he dicho no,bueno igual puede ser puede ser te digo la verdad un año atras te hubiese dicho no
RESPONDO TODO 🌶,clip_0297,ok,0.938,0.250,0.125,tipo hoy en dia te digo pues ser no lo se por que no te gusta estar en pareja,tipo hoy en dia te digo puede ser no lo se por que no te gusta estar en pareja
RESPONDO TODO 🌶,clip_0298,ok,1.000,0.222,0.222,bueno los que vieron la obra creo que lo entienden,bueno si los que vieron la obra creo que lo entienden
RESPONDO TODO 🌶,clip_0299,ok,1.000,0.167,0.083,creo que tiene que ver con que luche mucho para tener como mi independencia,creo que tiene que ver con que luche mucho para tener como mi independencia
RESPONDO TODO 🌶,clip_0300,ok,1.000,0.111,0.111,y como no depender de nadie estar solo y tranquilo,no y como no depender de nadie y estar solo y tranquilo
RESPONDO TODO 🌶,clip_0301,ok,0.500,0.071,0.143,y entendes o sea y si obviamente que esas tipos estan parejadas un desperdido eso,y entendes o sea y si y obviamente quizas tipo he estado en parejas donde he perdido eso
RESPONDO TODO 🌶,clip_0302,ok,1.000,0.231,0.231,y hoy quizas entiendo que no es necesario perderlo perder tipo tu independencia,y hoy quizas entiendo que no es necesario no es necesario perderlo perder tipo tu independencia
RESPONDO TODO 🌶,clip_0303,ok,0.917,0.167,0.000,por dar tu tranquilidad por estar en pareja hoy lo veo otra manera,o perder tu tranquilidad por estar en pareja hoy lo veo de otra manera
RESPONDO TODO 🌶,clip_0304,ok,0.692,0.000,0.154,entonces podria decir que estoy como mas abierto asi que hace cierto anchor ricolumps,entonces podria decir que estoy como mas abierto asi que se aceptan curriculums
RESPONDO TODO 🌶,clip_0305,ok,0.667,0.133,0.267,como se tomo tu mama aqui vas a ser criado por lo vos estaba sustada,como se tomo tu mama que ibas a ser criado por lobos estaba asustada
RESPONDO TODO 🌶,clip_0306,ok,0.632,0.211,0.158,obviamente me he criado por lo pues me he quedado guardiado que se yo pero nada creo que despues cuando le habio,obviamente porque criado por lobos me iba a bardear que se yo pero nada creo que despues cuando la vio
RESPONDO TODO 🌶,clip_0307,ok,0.692,0.308,0.154,pero en alguna cosa obviamente esto no fue asi que se llo bueno,bueno alguna cosa obvio viste esto no fue asi que se yo bueno
RESPONDO TODO 🌶,clip_0308,ok,0.643,0.143,0.000,esta bien bueno vamos tienes un recuerdo su teco otro esa comparacion se dio,esta bien bueno mas vos tenes un recuerdo yo tengo otro esa conversacion se dio
RESPONDO TODO 🌶,clip_0309,ok,1.000,0.000,0.071,obviamente pero me dijo que estaba muy orgullosa de lo que habia podido hacer con,obviamente pero me dijo que estaba muy orgullosa de lo que habia podido hacer con todo
RESPONDO TODO 🌶,clip_0310,ok,0.750,0.083,0.083,que vivir es mas que y se emociono muchisimo por supuesto mas que la que se emociona,que vivi asi que y se emociono muchisimo por supuesto imaginate si la gente se emociona
RESPONDO TODO 🌶,clip_0311,texto_dudoso,0.364,0.182,0.000,a mi mama se ha explotado en la protagonista hoy actualmente,mi mama es una de las protagonistas hoy actualmente
RESPONDO TODO 🌶,clip_0312,ok,0.833,0.083,0.000,como te llevas con mi casuales bueno me preguntaron mucho por mi casuales tambien,como te llevas con mika suarez bueno me preguntaron mucho por mika suarez tambien
RESPONDO TODO 🌶,clip_0313,ok,0.875,0.000,0.125,digamos que somos dos personas adultas mas tres,digamos que somos dos personas adultas mas 30
RESPONDO TODO 🌶,clip_0314,ok,1.000,0.167,0.667,que compartimos muchos lugares en comun,que compartimos muchos lugares en comun
RESPONDO TODO 🌶,clip_0315,ok,0.941,0.235,0.059,muchas personas en comun estamos adogrado de separacion siempre y creo que tambien muchos de los problemas que tuvimos,muchas personas en comun estamos a dos grados de separacion siempre y creo que tambien muchos de los problemas que tuvimos
RESPONDO TODO 🌶,clip_0316,ok,0.857,0.071,0.071,fueron muy adolescentes por eso una manera aunque no iramos pero eran medio de adolescentes,fueron muy adolescentes por decirlo de una manera aunque no eramos pero eran medio adolescentes
RESPONDO TODO 🌶,clip_0317,ok,0.857,0.000,0.143,y despues creo que eso fue escalando me entendes si creo que venia ambos estamos como,y despues creo que eso fue escalando me entendes y creo que hoy en dia ambos estamos como
RESPONDO TODO 🌶,clip_0318,ok,0.857,0.143,0.071,mas maduros y como lo vemos con mas perspectiva y es como a bueno y podemos compartir remember,mas maduros y como lo vemos con mas perspectiva y es como ah bueno y podemos compartir un mismo espacio
RESPONDO TODO 🌶,clip_0319,ok,0.684,0.053,0.158,porque ese dia mucho sobre todo por el streaming de marti vens a tambien que falo como muy popular,se dio mucho sobre todo por el streaming de marti benza tambien que fue algo como muy popular
RESPONDO TODO 🌶,clip_0320,ok,0.833,0.278,0.278,no se que como que podemos compartir el mismo espacio a mis mismas personas que yo y que este todo bien,y no se que como que podemos compartir un mismo espacio mismas personas que yo y que este todo bien
RESPONDO TODO 🌶,clip_0321,ok,0.923,0.231,0.154,eso no significa que somos mejores amigos y que va a volver el 2016,entendes eso no significa que somos mejores amigos y que va a volver el 2017
RESPONDO TODO 🌶,clip_0322,ok,0.727,0.091,0.182,yo se que la gente le esta cortando mucho soltares apartes,yo se que a la gente le esta costando mucho soltar esa parte
RESPONDO TODO 🌶,clip_0323,ok,0.600,0.133,0.000,eso fue una epoca que fue divertida le pasamos nunca ya vartelo porque hay muchos rivais,eso fue una epoca fue divertida la pasamos nunca haya aparte porque hay mucho revival
RESPONDO TODO 🌶,clip_0324,ok,0.643,0.071,0.357,viste tipo esta el ribaival de el diario de vista a la moda a los mutuientos de los videos,viste tipo esta el revival de el diablo viste la moda lo meti en todos los videos
RESPONDO TODO 🌶,clip_0325,ok,0.667,0.417,0.333,el rival del diablo vista la moda el rival de fricky friday con la semilicurde,el revival del diablo viste la moda el revival de freaky friday con la jemily curtis
RESPONDO TODO 🌶,clip_0326,ok,0.636,0.364,0.364,si la linciloja en el ribaival de la gente esta con ganas de,y la lindsay lohan el revival de la gente esta con ganas de
RESPONDO TODO 🌶,clip_0327,ok,0.882,0.294,0.118,escrime y es todo mega exitoso millones de dolares entonces claro la gente esta como muy lleno,scream y es todo mega exitoso millones de dolares entonces claro la gente esta como muy yendo
RESPONDO TODO 🌶,clip_0328,ok,0.857,0.143,0.000,para el pasado porque algo de repente paso cierto tiempo y se vuelve vinta,para el pasado porque algo de repente pasa cierto tiempo y se vuelve vintage
RESPONDO TODO 🌶,clip_0329,ok,1.000,0.000,0.000,o sea esto es un loop,o sea esto es un loop esto es un loop como lo puede tener boy george
RESPONDO TODO 🌶,clip_0330,texto_dudoso,0.375,0.125,0.125,como la tiene maril y maison estuviste confetti y confetti,como lo tiene marilyn mason estuviste con fede con fede pogol
RESPONDO TODO 🌶,clip_0331,ok,0.947,0.053,0.105,si varias veces pero creo que la mas recordada por las gente es cuando estuve en mas de lo mismo,si varias veces pero creo que la mas recordada por la gente es cuando estuve en mas de lo mismo
RESPONDO TODO 🌶,clip_0332,ok,0.727,0.273,0.091,un programa que estaba de llenar nandes estuve con el topo,un programa que estaba diana hernandez estuve con el topo
RESPONDO TODO 🌶,clip_0333,ok,0.778,0.111,0.111,todo divino bueno el buda anarquiana todo divino la pasamos en,todos divinos bueno el buda ana kiara todo divino la pasamos genial
RESPONDO TODO 🌶,clip_0334,ok,0.929,0.071,0.143,y es un proyecto que yo recuerdo con mucho cariño y la verdad la pace increible,y es un proyecto que yo recuerdo con mucho cariño y la verdad la pase increible
RESPONDO TODO 🌶,clip_0335,ok,0.765,0.118,0.294,y lo vamos a ferir y que tambien nos fue el cumpleaños porque estaba de gira porque tambien me preguntaba,y lo amo a fede que tambien no fue el cumpleaños porque estaba de gira porque tambien me preguntaban
RESPONDO TODO 🌶,clip_0336,ok,0.812,0.375,0.188,asi que bueno nada y volveria a estar con fedy cualquier dia que el me lo pida,asi que bueno nada y volvemos deberia estar con fede cualquier dia que el me lo pida
RESPONDO TODO 🌶,clip_0337,ok,0.909,0.182,0.273,bueno chicos yo aparte para me voy a tomar unos dias,bueno chicos yo aparte ahora me voy a tomar unos dias
RESPONDO TODO 🌶,clip_0338,ok,0.882,0.118,0.176,asi que les pido que van a tener un cachito voy a tratar de publicar para el otro miercoles,asi que les pido que aguanten un cachito voy a tratar de publicar para el otro miercoles
RESPONDO TODO 🌶,clip_0339,ok,0.818,0.273,0.182,por el video de miembros que quieran que publique por ejemplo el de sus anagimenes,algun video de miembros que quieran que publique por ejemplo el de susana jimenez
RESPONDO TODO 🌶,clip_0340,ok,0.615,0.308,0.154,es el divorcio de mi sonario o algun otro que vea que les interesa,el divorcio millonario o algun otro que vea que les interese
RESPONDO TODO 🌶,clip_0341,ok,0.538,0.077,0.077,y ustedes fiquen se sienten alguno de miembros que quieren que lo publican deganme,ustedes fijense si ven alguno de miembros que quieren que lo publique diganme
RESPONDO TODO 🌶,clip_0342,ok,0.800,0.067,0.000,cultura pop creo que no voy a publicar un cultura pop porque realmente se van muchisimo trabajo,cultura pop creo que no que no voy a publicar en cultura pop porque realmente llevan muchisimo trabajo chicos
